1_P1,1_P2,1_T,1_F,1_CV,1_X,1_PV,Juice temperature inlet,Juice temperature outlet,Juice density inlet,Juice density outlet,Steam flow,Steam pressure,Steam temperature,Vapour pressure,Vapour temperature,2_P1,2_P2,2_T,2_PV,2_CV,2_X,3_P1,3_P2,3_T,3_F,3_CV,3_X,3_PV,3_Steam flow,3_Steam pressure,3_Steam temperature,drifting
557.0,372.2,96.4,371.8,29.1,28.6,47.2,128.4,132.4,13.3,20.6,69.9,276.9,140.4,171.2,133.1,493.0,170.5,92.2,50.8,73.5,73.3,3359.2,2791.7,100.7,40.0,86.8,0.2,45.4,17.0,2405.9,401.9,7
554.6,376.3,96.4,374.1,29.4,28.1,47.5,128.4,132.5,13.3,20.6,72.6,276.8,140.4,171.2,133.1,492.8,170.0,92.2,51.0,73.3,73.5,3361.2,2793.7,100.7,40.0,81.5,0.2,47.2,17.1,2405.9,401.7,7
556.8,381.7,96.4,376.3,29.9,28.6,48.0,128.4,132.5,13.4,20.6,71.7,276.8,140.4,171.0,133.1,492.8,170.5,92.2,50.5,73.6,73.6,3362.1,2794.6,100.7,40.0,75.7,0.2,46.5,17.1,2406.8,401.7,7
566.3,369.0,96.3,376.4,30.3,29.1,48.1,128.4,132.4,13.4,20.5,70.3,276.9,140.4,171.2,133.1,492.8,170.9,92.2,50.8,73.2,73.2,3377.8,2802.4,100.6,40.0,76.1,0.2,45.8,17.0,2405.9,401.7,7
571.2,371.7,96.4,375.9,30.1,30.0,47.9,128.3,132.4,13.4,20.4,72.6,277.4,140.4,171.2,133.1,493.3,170.5,92.2,50.5,73.4,74.0,3376.8,2801.5,100.7,40.0,82.5,0.2,45.1,17.0,2405.9,401.7,7
574.1,373.4,96.4,375.3,29.7,30.3,47.4,128.4,132.5,13.4,20.3,72.9,277.3,140.4,171.3,133.1,492.8,170.2,92.3,51.2,73.4,73.3,3381.7,2795.6,100.6,40.0,87.5,0.2,46.3,17.0,2404.9,401.7,7
564.8,381.2,96.4,375.1,29.3,29.4,47.3,128.4,132.5,13.4,20.2,69.8,276.9,140.4,171.2,133.1,491.8,170.0,92.3,51.7,74.0,72.9,3394.4,2803.4,100.6,40.0,82.6,0.2,45.3,17.0,2404.9,401.9,7
551.4,370.2,96.4,375.6,29.1,27.9,47.1,128.4,132.5,13.4,20.2,70.6,277.4,140.4,171.2,133.1,494.3,170.5,92.3,50.7,73.8,73.3,3389.5,2802.4,100.6,40.0,88.0,0.2,44.8,17.2,2403.9,401.7,7
554.3,371.9,96.4,375.7,29.3,28.7,47.5,128.4,132.5,13.4,20.3,70.1,276.9,140.4,171.3,133.1,493.5,170.0,92.3,49.8,73.0,73.8,3394.4,2792.7,100.6,40.0,99.0,0.8,44.8,16.9,2406.8,401.7,7
553.1,374.8,96.4,376.2,30.3,28.6,48.4,128.4,132.5,13.4,20.7,70.7,277.1,140.4,171.2,133.1,492.6,170.0,92.3,50.7,73.4,73.8,3386.6,2763.4,100.6,40.0,79.4,5.2,45.7,16.9,2405.9,401.9,7
569.2,370.7,96.4,375.6,31.2,29.0,48.6,128.4,132.5,13.4,20.7,71.0,277.1,140.4,171.2,133.1,490.8,169.7,92.3,51.4,73.7,73.1,3398.3,2718.4,100.6,40.0,92.1,24.2,43.2,16.9,2405.9,401.7,7
581.0,371.7,96.4,372.5,31.4,30.3,48.6,128.4,132.5,13.4,20.7,70.5,277.0,140.4,171.3,133.2,491.3,170.0,92.3,51.6,73.8,72.9,3447.1,2671.6,100.5,35.3,84.4,40.2,44.5,17.1,2403.9,401.7,7
576.1,368.0,96.4,370.8,31.0,31.1,48.3,128.4,132.5,13.4,20.8,72.6,276.9,140.4,171.4,133.1,492.3,170.5,92.3,51.3,73.7,73.4,3513.6,2627.6,100.6,21.1,91.6,54.5,44.1,16.7,2403.9,401.6,7
582.7,367.8,96.4,369.8,30.9,31.4,48.2,128.4,132.5,13.4,20.8,70.9,277.1,140.4,171.2,133.1,492.6,170.0,92.3,51.1,73.7,73.7,3567.3,2595.4,100.6,13.5,95.9,68.4,44.6,16.9,2404.9,401.7,7
576.8,363.9,96.4,369.7,30.6,30.2,48.3,128.4,132.5,13.4,20.7,69.2,277.2,140.4,171.4,133.1,492.8,170.0,92.2,50.7,73.2,73.2,3608.3,2583.6,100.5,4.6,93.9,80.6,46.1,16.9,2404.9,401.6,7
566.8,373.1,96.4,370.2,31.4,30.1,48.8,128.4,132.5,13.4,20.7,70.7,277.0,140.4,171.4,133.1,491.8,170.5,92.2,51.0,73.4,73.6,3623.0,2598.3,100.5,2.3,83.0,86.6,45.0,16.8,2404.9,401.7,7
571.7,364.3,96.4,370.2,31.9,29.6,49.1,128.4,132.5,13.4,20.8,71.1,277.0,140.4,171.5,133.1,493.3,170.2,92.2,50.8,73.7,73.5,3633.7,2567.0,100.5,4.0,90.3,86.5,43.5,16.8,2403.9,401.6,7
587.3,366.3,96.4,368.7,32.3,30.7,49.4,128.4,132.5,13.4,21.0,70.2,276.9,140.4,171.5,133.2,492.6,170.0,92.2,50.5,73.8,73.3,3642.5,2593.4,100.5,1.4,94.9,90.9,44.3,16.6,2403.9,401.7,7
589.7,363.4,96.4,365.9,32.8,31.1,49.9,128.4,132.6,13.4,20.9,71.2,277.0,140.4,171.4,133.2,493.8,170.5,92.3,51.1,73.5,73.6,3671.8,2587.5,100.5,0.8,93.7,94.3,46.6,16.7,2404.9,401.7,7
595.1,360.0,96.4,363.0,33.6,32.4,50.1,128.4,132.6,13.4,20.8,70.7,276.8,140.4,171.4,133.1,492.1,170.7,92.2,51.4,73.6,73.4,3679.6,2604.2,100.5,2.3,82.5,93.4,44.1,16.7,2405.9,401.7,7
602.0,359.2,96.4,361.9,33.3,33.0,49.5,128.4,132.5,13.4,20.8,70.7,276.8,140.4,171.3,133.2,491.8,170.0,92.3,51.3,73.6,73.3,3664.0,2608.1,100.5,2.3,88.0,89.6,44.2,16.8,2403.9,401.7,7
607.1,358.2,96.4,360.9,32.0,32.9,48.6,128.4,132.6,13.4,20.7,69.2,276.6,140.4,171.3,133.2,492.3,170.2,92.2,51.7,74.1,73.0,3668.9,2586.6,100.5,1.8,89.0,87.4,45.1,16.6,2403.9,401.7,7
598.8,358.5,96.4,359.5,31.3,31.6,48.3,128.4,132.6,13.4,20.7,71.4,276.6,140.4,171.3,133.1,493.8,170.7,92.2,50.6,73.6,73.3,3676.7,2563.1,100.5,2.1,93.7,88.6,46.7,16.5,2403.9,401.6,0
585.3,360.7,96.4,360.6,31.0,31.1,48.4,128.4,132.6,13.4,20.6,71.2,276.6,140.4,171.3,133.2,492.6,170.7,92.2,50.2,73.6,73.7,3674.7,2595.4,100.5,2.3,98.6,93.1,45.7,16.8,2403.9,401.6,0
580.0,361.4,96.4,361.7,31.6,31.6,48.8,128.4,132.6,13.4,20.6,71.4,276.8,140.4,171.2,133.1,493.0,170.5,92.3,50.5,73.4,73.6,3684.5,2580.7,100.5,0.4,98.7,96.5,43.3,16.4,2404.9,401.9,0
580.5,363.1,96.4,363.4,31.8,29.4,48.9,128.4,132.6,13.4,20.5,70.8,276.7,140.4,171.2,133.2,493.3,170.2,92.2,50.1,73.5,73.2,3670.8,2590.5,100.5,0.7,98.4,98.8,47.4,16.8,2402.0,401.7,0
586.8,358.0,96.4,364.7,31.7,30.8,48.9,128.4,132.6,13.4,20.7,70.5,276.6,140.4,171.2,133.1,493.0,170.0,92.3,50.6,73.6,73.9,3674.7,2603.2,100.5,1.9,81.1,95.8,45.3,16.6,2403.9,401.9,0
587.3,358.2,96.4,365.1,31.9,31.2,49.0,128.4,132.6,13.4,20.7,71.9,276.6,140.4,171.4,133.2,493.8,170.5,92.3,50.7,73.4,73.5,3663.0,2592.4,100.5,1.5,92.1,91.8,44.8,16.5,2403.9,401.7,0
588.0,366.5,96.4,365.3,31.9,32.6,48.6,128.4,132.6,13.4,20.7,68.9,276.8,140.4,171.2,133.2,493.0,170.5,92.3,51.0,73.5,73.5,3669.8,2585.6,100.5,0.6,97.8,94.2,45.9,16.5,2402.9,401.7,0
582.9,356.0,96.4,365.0,31.4,31.4,48.2,128.4,132.6,13.4,20.7,70.7,276.6,140.4,171.2,133.2,490.8,170.5,92.3,51.3,74.0,73.2,3655.2,2580.7,100.5,1.0,98.2,97.0,46.6,16.6,2402.9,401.7,0
578.0,354.8,96.4,365.1,30.7,30.3,48.1,128.4,132.6,13.4,20.8,71.8,276.9,140.4,171.3,133.2,493.5,170.2,92.2,50.3,73.9,72.7,3657.1,2585.6,100.5,1.5,96.1,97.3,45.7,16.7,2402.9,401.6,0
570.9,359.2,96.4,365.9,31.2,30.3,48.3,128.4,132.6,13.4,20.8,68.4,277.1,140.4,171.4,133.2,493.5,170.5,92.2,50.2,73.3,73.7,3647.4,2593.4,100.5,0.5,94.3,96.8,45.7,16.8,2403.9,401.6,0
564.1,359.2,96.4,367.2,31.2,30.5,48.6,128.4,132.6,13.4,20.8,70.5,276.8,140.4,171.5,133.2,492.6,170.7,92.3,50.4,73.1,73.4,3632.7,2583.6,100.5,1.1,93.5,94.1,45.8,16.6,2402.9,401.7,0
577.0,360.7,96.4,367.6,32.0,30.0,49.0,128.4,132.7,13.4,20.8,71.8,276.9,140.4,171.4,133.1,492.8,170.5,92.2,51.2,73.5,73.3,3633.7,2585.6,100.5,2.3,91.6,93.1,45.2,16.6,2403.9,401.7,0
581.0,359.2,96.4,365.6,32.1,31.3,48.8,128.4,132.7,13.4,20.7,70.5,276.5,140.4,171.3,133.2,491.3,170.2,92.3,52.2,73.8,73.0,3627.8,2589.5,100.5,1.4,93.3,91.6,45.2,16.4,2402.0,401.7,0
592.2,360.7,96.4,363.9,31.7,31.6,48.5,128.4,132.6,13.4,20.7,69.4,276.7,140.4,171.4,133.2,494.3,170.5,92.2,51.1,74.0,73.4,3633.7,2570.9,100.5,0.8,95.5,93.0,44.8,16.5,2402.9,401.7,0
588.8,361.2,96.4,363.9,31.3,31.3,48.2,128.4,132.7,13.4,20.7,71.6,276.8,140.4,171.4,133.2,494.3,170.0,92.2,50.4,73.4,73.4,3660.1,2567.0,100.5,1.1,97.6,97.1,44.3,16.5,2402.9,401.7,0
583.9,362.4,96.4,364.6,31.0,31.4,48.1,128.4,132.7,13.4,20.7,69.7,276.1,140.4,171.4,133.2,493.8,170.2,92.2,50.3,73.6,74.0,3677.7,2586.6,100.5,1.3,99.7,98.7,46.2,16.3,2402.9,401.6,0
573.9,364.6,96.4,368.1,31.2,31.1,48.1,128.4,132.7,13.4,20.7,70.2,276.5,140.4,171.4,133.2,492.6,170.0,92.3,50.1,73.1,73.7,3651.3,2579.7,100.5,0.2,90.6,99.0,45.8,16.3,2402.9,401.6,0
573.6,363.4,96.4,368.0,31.3,30.3,48.6,128.5,132.7,13.4,20.7,72.8,276.2,140.4,171.4,133.2,492.8,170.2,92.3,50.6,73.0,73.7,3645.4,2576.8,100.5,1.2,85.1,96.1,45.9,16.5,2403.9,401.6,0
580.2,364.1,96.4,368.3,32.0,30.2,48.7,128.4,132.7,13.4,20.7,70.6,276.0,140.4,171.5,133.2,491.3,170.2,92.3,51.5,73.7,73.6,3630.8,2589.5,100.4,2.4,90.7,92.8,46.7,16.2,2402.0,401.6,0
593.4,356.0,96.4,368.5,31.8,31.9,48.7,128.4,132.7,13.4,20.8,69.5,276.1,140.4,171.2,133.2,491.6,170.2,92.3,51.7,73.9,72.8,3656.2,2554.3,100.4,1.3,94.6,89.9,46.7,16.5,2402.9,401.9,0
588.3,360.0,96.4,367.2,31.7,30.5,48.5,128.5,132.7,13.4,20.7,70.4,276.3,140.4,171.3,133.2,493.8,170.0,92.3,50.6,74.1,73.5,3653.2,2582.7,100.5,1.1,86.2,94.0,45.5,16.5,2402.9,401.6,0
589.5,361.2,96.4,365.7,31.7,30.8,48.5,128.4,132.7,13.4,20.7,69.7,276.2,140.4,171.2,133.2,493.5,170.5,92.3,50.4,73.5,73.8,3640.5,2579.7,100.5,2.1,84.6,93.5,45.4,16.4,2401.0,401.6,0
581.4,360.4,96.4,365.9,31.6,31.7,48.4,128.4,132.7,13.4,20.7,69.4,276.1,140.4,171.2,133.2,494.3,170.2,92.3,49.9,73.3,73.7,3646.4,2586.6,100.5,2.8,84.5,89.6,48.0,16.4,2402.0,401.7,0
583.4,362.1,96.4,366.3,31.2,30.9,47.8,128.5,132.7,13.3,20.7,70.7,275.9,140.4,171.4,133.2,493.0,170.0,92.3,50.0,73.6,73.9,3620.0,2589.5,100.5,2.3,86.2,85.8,47.7,16.4,2402.0,401.7,0
576.6,370.0,96.4,367.0,30.5,30.9,47.7,128.5,132.7,13.3,20.6,70.6,275.9,140.4,171.4,133.2,493.0,170.5,92.2,50.2,73.2,73.7,3616.1,2591.5,100.5,3.0,87.2,86.3,45.9,16.3,2402.0,401.7,0
574.6,370.7,96.4,369.4,30.6,29.7,47.8,128.5,132.7,13.3,20.6,71.2,276.0,140.4,171.3,133.2,493.3,170.2,92.2,51.0,73.3,73.4,3637.6,2565.1,100.5,2.8,93.7,90.1,45.5,16.4,2402.9,401.6,0
569.5,370.5,96.4,370.7,31.0,29.7,48.6,128.5,132.7,13.3,20.7,71.3,275.8,140.4,171.2,133.1,491.1,170.5,92.3,51.6,73.8,72.7,3646.4,2578.8,100.5,0.3,96.6,94.7,46.8,16.3,2402.0,401.6,0
574.6,360.2,96.4,371.2,31.7,30.4,48.6,128.5,132.7,13.3,20.9,71.8,275.9,140.4,171.3,133.2,493.0,170.7,92.3,51.1,73.9,73.0,3645.4,2577.8,100.5,1.0,85.9,96.0,47.9,16.3,2402.0,401.6,0
588.0,363.4,96.4,370.3,31.7,31.0,48.7,128.5,132.7,13.3,20.8,70.3,276.2,140.4,171.3,133.2,493.3,170.2,92.3,51.1,73.6,73.1,3632.7,2580.7,100.5,2.4,82.5,93.3,46.7,16.4,2402.0,401.6,0
585.8,366.5,96.4,369.4,31.9,31.9,48.5,128.5,132.7,13.3,20.7,69.8,275.8,140.4,171.2,133.2,493.0,170.2,92.3,50.6,73.5,73.2,3626.9,2584.6,100.5,2.4,83.3,88.9,47.0,16.2,2402.9,401.6,0
587.3,362.6,96.4,367.8,31.9,30.9,48.7,128.5,132.7,13.3,20.7,69.8,275.5,140.4,171.3,133.2,493.0,170.2,92.3,50.7,73.7,73.5,3602.4,2584.6,100.5,2.3,85.3,85.2,47.9,16.1,2402.0,401.6,0
590.0,362.4,96.4,367.5,32.2,30.5,48.9,128.5,132.7,13.3,20.7,69.3,275.7,140.4,171.2,133.2,492.8,170.7,92.3,51.0,73.6,73.4,3597.6,2576.8,100.5,4.0,85.2,85.1,47.1,16.1,2402.0,401.6,0
591.2,356.3,96.4,366.1,32.5,31.4,48.7,128.5,132.8,13.3,20.7,69.2,275.6,140.4,171.2,133.2,493.3,170.5,92.3,50.7,73.3,73.5,3631.7,2588.5,100.6,4.0,85.7,85.6,48.0,16.3,2402.0,401.6,0
599.0,362.6,96.4,365.4,32.0,32.0,48.4,128.5,132.8,13.3,20.6,71.6,275.6,140.4,171.2,133.2,492.3,170.2,92.3,50.4,73.6,73.6,3651.3,2581.7,100.5,2.2,88.9,85.2,47.8,16.1,2402.0,401.6,0
594.6,358.2,96.4,364.8,31.0,31.2,47.7,128.5,132.8,13.3,20.7,69.1,275.6,140.4,171.2,133.2,492.3,170.5,92.3,51.7,74.0,73.2,3664.0,2571.9,100.6,2.5,90.2,89.3,48.1,16.4,2401.0,401.6,0
587.5,368.0,96.4,364.6,30.5,32.1,47.8,128.4,132.8,13.3,20.8,69.5,275.7,140.4,171.2,133.2,493.5,170.5,92.3,50.3,74.0,73.4,3666.9,2581.7,100.6,3.3,82.9,89.2,47.4,16.3,2402.9,401.6,0
576.1,362.1,96.4,366.1,30.7,30.6,48.2,128.5,132.8,13.3,21.0,70.8,275.7,140.4,171.2,133.2,493.5,170.5,92.3,50.2,73.5,73.7,3686.4,2549.5,100.6,3.0,89.3,87.2,47.5,16.4,2401.0,401.6,0
573.9,358.7,96.4,367.6,32.0,30.2,49.2,128.5,132.8,13.3,20.9,69.4,275.4,140.4,171.4,133.2,493.3,170.2,92.3,49.9,73.2,73.9,3665.0,2570.0,100.6,1.4,87.8,88.6,47.9,16.3,2401.0,401.5,0
586.3,363.4,96.4,368.9,33.0,29.9,49.4,128.5,132.8,13.3,20.9,68.7,275.5,140.3,171.4,133.2,493.8,170.7,92.3,50.1,73.6,73.5,3693.3,2576.8,100.6,3.6,87.8,87.7,47.7,16.3,2401.0,401.6,0
607.6,363.1,96.4,367.9,33.1,31.4,49.1,128.5,132.8,13.3,20.8,68.8,275.2,140.3,171.2,133.2,492.3,170.0,92.3,50.7,73.6,73.5,3702.1,2578.8,100.7,3.6,87.0,86.8,47.9,16.2,2401.0,401.6,0
609.5,360.2,96.4,365.3,32.4,33.0,48.5,128.5,132.8,13.3,20.8,70.0,275.2,140.4,171.2,133.2,492.6,170.2,92.3,51.1,74.0,73.3,3691.3,2580.7,100.7,2.0,80.2,87.6,46.5,16.2,2400.0,401.6,0
604.2,360.2,96.4,363.7,31.4,32.3,48.1,128.5,132.8,13.3,20.8,67.6,275.2,140.3,171.0,133.2,492.6,170.5,92.3,51.4,73.7,73.5,3678.6,2586.6,100.7,4.0,83.2,83.4,48.0,16.4,2400.0,401.5,0
596.6,367.0,96.4,363.1,31.2,32.6,48.2,128.5,132.8,13.3,20.8,70.3,275.2,140.4,171.1,133.2,492.8,170.2,92.3,51.3,73.9,73.1,3682.5,2584.6,100.7,5.8,82.4,83.0,47.0,16.3,2401.0,401.6,0
585.6,358.7,96.4,364.3,31.6,32.2,48.8,128.5,132.8,13.3,20.7,70.2,275.1,140.4,171.3,133.2,493.0,170.9,92.3,51.1,74.2,73.7,3631.7,2576.8,100.7,5.2,75.8,83.0,48.1,16.4,2400.0,401.7,0
581.2,365.1,96.4,366.4,32.8,32.0,49.5,128.5,132.8,13.3,20.6,70.7,275.4,140.4,171.4,133.2,493.0,170.0,92.2,49.9,73.5,73.7,3595.6,2594.4,100.7,4.2,78.8,80.1,48.7,16.1,2402.0,401.6,0
596.3,356.8,96.4,366.4,33.7,31.5,49.6,128.5,132.8,13.3,20.5,68.6,275.0,140.4,171.1,133.2,494.0,170.2,92.3,50.2,73.4,73.6,3610.3,2583.6,100.7,5.2,82.7,80.3,47.7,16.3,2402.0,401.5,0
616.8,354.8,96.4,362.6,33.7,32.8,49.2,128.5,132.8,13.3,20.4,71.7,275.1,140.3,171.1,133.2,494.3,170.5,92.3,50.2,73.4,73.5,3617.1,2583.6,100.7,4.5,86.5,85.2,48.5,16.4,2401.0,401.6,0
616.6,358.2,96.4,358.6,32.6,34.2,48.6,128.5,132.8,13.3,20.4,69.1,274.8,140.3,171.1,133.2,494.0,170.0,92.3,50.3,73.4,73.5,3608.3,2582.7,100.7,2.3,81.5,86.0,49.7,16.3,2401.0,401.6,0
615.4,364.6,96.4,357.1,31.8,32.4,48.3,128.5,132.9,13.3,20.3,70.4,275.1,140.3,171.2,133.2,492.8,170.5,92.3,50.4,73.5,73.6,3621.0,2580.7,100.7,4.0,82.2,82.9,49.3,16.4,2400.0,401.6,0
603.4,357.3,96.4,357.5,31.9,32.0,48.7,128.5,132.9,13.3,20.2,69.2,275.3,140.3,171.2,133.2,492.6,170.5,92.3,51.2,73.9,73.6,3623.9,2579.7,100.7,6.3,81.4,81.8,47.9,16.4,2402.9,401.5,0
597.3,361.9,96.4,360.1,32.4,32.3,48.9,128.5,132.9,13.3,20.2,69.9,275.0,140.3,171.1,133.2,491.8,170.5,92.3,51.1,74.2,73.3,3618.1,2584.6,100.7,4.9,79.1,81.2,49.6,16.3,2402.0,401.6,0
597.8,367.3,96.4,361.9,33.1,31.2,49.4,128.5,132.9,13.3,20.1,70.6,274.9,140.3,171.1,133.2,493.5,170.2,92.3,50.0,73.9,73.9,3613.2,2566.1,100.6,4.8,88.0,79.2,49.2,16.5,2402.0,401.5,0
601.5,362.9,96.5,362.9,33.4,32.1,49.5,128.5,132.9,13.3,20.3,69.9,274.8,140.4,171.2,133.2,494.0,170.2,92.3,50.3,73.6,73.6,3664.0,2573.9,100.7,3.3,85.7,86.0,49.0,16.2,2402.0,401.5,0
612.7,357.5,96.4,362.1,33.6,32.1,49.1,128.5,132.9,13.3,20.4,69.1,274.9,140.4,171.1,133.2,493.8,170.5,92.3,50.4,73.4,73.6,3664.0,2573.9,100.7,3.3,85.7,86.0,49.0,16.2,2402.0,401.5,0
616.1,357.0,96.5,360.6,32.7,33.3,48.5,128.6,132.9,13.3,20.6,69.8,274.6,140.3,171.1,133.2,494.0,170.5,92.3,49.9,73.2,73.8,3646.4,2585.6,100.7,3.4,77.9,83.7,48.7,16.3,2402.0,401.5,0
610.0,362.6,96.4,360.1,32.0,33.2,48.1,128.5,132.9,13.3,20.6,69.3,274.4,140.3,171.1,133.2,492.8,170.5,92.2,51.1,73.4,74.0,3619.0,2588.5,100.7,4.8,77.4,80.2,48.7,16.3,2402.0,401.5,0
610.0,362.6,96.4,360.1,32.0,33.2,48.1,128.5,132.9,13.3,20.6,69.3,274.4,140.3,171.1,133.2,492.8,170.5,92.2,51.1,73.4,74.0,3619.0,2588.5,100.7,4.8,77.4,80.2,48.7,16.3,2402.0,401.5,0
608.5,361.7,96.4,360.3,31.5,31.6,48.0,128.6,132.9,13.3,20.6,67.7,274.7,140.3,171.2,133.2,491.8,170.9,92.3,51.2,73.9,73.4,3627.8,2595.4,100.7,6.8,81.4,79.8,49.5,16.4,2402.0,401.5,0
595.4,367.8,96.4,362.9,31.3,32.8,47.9,128.5,132.9,13.3,20.6,69.4,274.5,140.3,171.2,133.2,491.6,170.2,92.2,51.3,73.9,73.3,3620.0,2592.4,100.7,5.3,78.6,81.6,50.2,16.2,2401.0,401.5,0
584.1,370.9,96.4,365.9,31.1,30.5,47.8,128.5,132.9,13.3,20.6,68.7,274.6,140.3,171.1,133.2,492.6,170.5,92.3,51.0,74.2,73.1,3630.8,2587.5,100.7,5.5,77.6,78.0,50.6,16.3,2401.0,401.5,0
574.8,367.0,96.4,367.4,31.0,30.4,47.8,128.5,132.9,13.3,20.5,70.3,274.6,140.3,171.1,133.2,493.0,170.7,92.3,49.6,73.6,74.0,3677.7,2540.7,100.7,6.0,83.5,78.1,49.4,16.4,2402.0,401.5,0
570.5,367.3,96.4,368.0,31.2,30.7,47.7,128.5,132.9,13.3,20.4,69.2,274.4,140.3,171.2,133.2,494.0,170.2,92.3,50.0,73.0,73.9,3675.7,2576.8,100.7,5.8,77.2,83.0,49.6,16.2,2401.0,401.5,0
570.0,369.2,96.4,368.3,30.8,30.1,47.8,128.6,132.9,13.3,20.4,68.9,274.4,140.3,171.1,133.2,492.6,170.0,92.2,51.9,73.6,72.9,3669.8,2583.6,100.7,5.3,86.7,82.0,49.4,16.4,2402.0,401.5,0
569.0,367.3,96.4,368.3,31.4,30.7,48.0,128.5,132.9,13.3,20.5,68.6,274.4,140.3,171.0,133.2,491.6,170.9,92.3,51.5,74.0,73.0,3665.9,2570.9,100.7,2.3,75.2,86.0,49.0,16.2,2402.0,401.5,0
583.2,371.7,96.4,368.3,31.6,30.6,48.3,128.6,132.9,13.3,20.6,69.5,274.6,140.3,171.1,133.2,493.8,170.5,92.3,50.8,74.0,73.6,3642.5,2581.7,100.7,4.5,72.5,85.2,48.0,16.1,2402.0,401.3,0
582.7,357.3,96.5,367.9,31.8,31.1,48.1,128.6,132.9,13.3,20.7,69.3,274.2,140.3,171.1,133.2,494.0,170.5,92.3,50.0,73.3,74.0,3622.0,2587.5,100.7,5.8,74.3,81.6,49.6,16.2,2402.0,401.5,0
585.1,352.9,96.4,367.5,31.3,30.8,47.7,128.5,132.9,13.3,20.6,69.3,274.2,140.2,170.9,133.2,493.5,170.7,92.3,50.5,73.6,73.7,3614.2,2600.2,100.7,6.7,76.0,78.3,49.5,16.3,2401.0,401.3,0
582.4,365.3,96.4,366.2,30.6,31.3,47.4,128.6,132.9,13.3,20.6,70.2,274.4,140.3,171.1,133.2,494.0,170.5,92.3,50.3,73.7,74.0,3611.2,2581.7,100.7,6.4,77.1,75.9,49.9,16.5,2402.0,401.5,0
578.5,364.6,96.4,366.5,30.5,30.1,47.4,128.6,132.9,13.3,20.6,67.3,274.3,140.3,171.1,133.2,493.8,170.7,92.3,50.4,73.6,73.8,3596.6,2596.3,100.7,8.6,75.8,77.2,52.0,16.2,2402.0,401.3,0
562.6,366.5,96.4,367.4,30.5,29.9,47.7,128.6,132.9,13.3,20.5,69.4,274.0,140.2,170.8,133.2,493.0,170.0,92.3,50.6,73.6,73.4,3579.0,2601.2,100.7,9.5,66.7,74.8,51.7,16.2,2402.9,401.5,0
560.9,360.2,96.4,368.0,31.3,30.4,47.9,128.6,132.9,13.3,20.5,69.1,273.7,140.3,171.0,133.2,492.8,170.5,92.3,51.1,73.7,73.5,3574.1,2565.1,100.7,8.7,74.0,70.9,49.7,16.2,2401.0,401.3,0
581.0,364.1,96.5,368.4,31.5,30.7,48.1,128.6,132.9,13.3,20.5,69.5,274.1,140.3,170.9,133.2,493.0,170.2,92.3,51.0,73.8,73.1,3581.0,2574.8,100.6,8.5,77.4,73.9,49.9,16.3,2402.9,401.2,0
577.3,360.4,96.4,368.6,31.7,31.0,47.9,128.6,133.0,13.3,20.6,70.6,274.1,140.3,170.7,133.2,492.8,170.5,92.3,51.1,74.0,73.1,3589.7,2547.5,100.6,8.0,80.1,76.7,50.5,16.4,2402.0,401.5,0
581.4,361.4,96.4,368.4,31.0,30.6,47.8,128.6,133.0,13.3,20.6,67.4,274.4,140.2,170.8,133.2,494.3,170.5,92.3,50.6,73.5,73.5,3593.7,2583.6,100.6,5.6,78.2,80.0,49.4,16.3,2402.0,401.3,0
583.9,362.9,96.5,367.4,31.0,31.4,47.5,128.6,132.9,13.3,20.8,69.4,273.6,140.2,171.0,133.2,493.0,170.7,92.3,50.5,73.4,73.4,3584.9,2589.5,100.6,4.8,69.9,79.3,49.0,16.3,2401.0,401.3,0
576.3,366.3,96.4,368.6,30.7,30.5,47.4,128.6,133.0,13.3,20.9,69.1,273.8,140.2,170.8,133.2,493.5,170.7,92.3,50.7,73.5,73.5,3559.5,2598.3,100.6,9.1,70.9,75.1,49.8,16.2,2401.0,401.3,0
571.7,365.6,96.5,368.7,30.5,29.7,47.3,128.6,133.0,13.3,21.0,68.8,274.1,140.2,171.1,133.1,493.3,170.5,92.3,50.5,73.7,73.7,3533.1,2602.2,100.6,11.1,79.7,71.2,49.8,16.4,2402.9,401.5,0
570.0,369.5,96.5,368.9,30.5,30.5,47.4,128.6,133.0,13.3,20.9,69.1,274.2,140.2,171.1,133.1,494.3,170.9,92.3,50.3,73.6,73.3,3578.0,2584.6,100.6,5.3,78.1,77.7,49.6,16.3,2402.0,401.3,0
568.3,367.0,96.5,368.9,30.9,30.4,47.9,128.6,133.0,13.3,20.8,70.5,274.1,140.2,170.9,133.2,493.0,170.5,92.3,50.9,73.8,73.6,3572.2,2594.4,100.6,5.9,75.1,79.9,50.5,16.3,2402.0,401.3,0
575.1,362.6,96.5,369.6,31.7,30.3,48.2,128.6,133.0,13.3,20.7,67.6,273.8,140.2,170.8,133.2,492.6,170.5,92.3,51.4,73.9,73.1,3549.7,2602.2,100.5,9.1,72.8,76.0,51.8,16.3,2401.0,401.3,0
589.5,360.4,96.4,368.9,32.0,31.0,48.3,128.6,133.0,13.3,20.7,67.4,274.0,140.2,170.9,133.2,493.0,170.5,92.3,51.1,74.2,73.5,3532.1,2606.1,100.6,9.3,65.4,72.5,50.4,16.3,2402.0,401.2,0
